season,team,conference,statName,statValue
2019,Arizona,Pac-12,passAttempts,422
2019,Washington State,Pac-12,possessionTime,23144
2019,Louisiana,Sun Belt,possessionTime,25549
2019,Toledo,Mid-American,penalties,67
2019,Stanford,Pac-12,puntReturnTDs,1
2019,Boston College,ACC,totalYards,5579
2019,Coastal Carolina,Sun Belt,turnovers,17
2019,South Florida,American Athletic,thirdDownConversions,70
2019,New Mexico State,FBS Independents,kickReturnYards,378
2019,Wake Forest,ACC,passingTDs,31
2019,Louisville,ACC,fumblesRecovered,15
2019,Ole Miss,SEC,thirdDownConversions,67
2019,Boise State,Mountain West,penalties,75
2019,Georgia Southern,Sun Belt,firstDowns,224
2019,San José State,Mountain West,interceptionYards,116
2019,Texas Tech,Big 12,thirdDownConversions,68
2019,Texas State,Sun Belt,netPassingYards,2893
2019,West Virginia,Big 12,interceptionYards,102
2019,Army,FBS Independents,penaltyYards,496
2019,Central Michigan,Mid-American,passCompletions,272
2019,Georgia Tech,ACC,sacks,20
2019,UT San Antonio,Conference USA,interceptionTDs,2
2019,Old Dominion,Conference USA,turnovers,19
2019,Air Force,Mountain West,passingTDs,14
2019,Texas State,Sun Belt,passAttempts,441
2019,New Mexico,Mountain West,rushingAttempts,501
2019,Akron,Mid-American,fumblesRecovered,9
2019,Northern Illinois,Mid-American,puntReturnYards,83
2019,California,Pac-12,thirdDowns,175
2019,Boise State,Mountain West,turnovers,19
2019,Miami (OH),Mid-American,kickReturnYards,881
2019,LSU,SEC,tacklesForLoss,118
2019,Miami,ACC,fourthDownConversions,13
2019,Cincinnati,American Athletic,sacks,43
2019,North Carolina,ACC,sacks,38
2019,Georgia State,Sun Belt,fumblesLost,7
2019,Houston,American Athletic,totalYards,4698
2019,Notre Dame,FBS Independents,passesIntercepted,9
2019,Florida State,ACC,thirdDownConversions,68
2019,Southern Mississippi,Conference USA,games,13
2019,South Alabama,Sun Belt,netPassingYards,1906
2019,Kansas State,Big 12,puntReturnYards,163
2019,Wisconsin,Big Ten,rushingTDs,38
2019,Notre Dame,FBS Independents,interceptionTDs,1
2019,South Florida,American Athletic,netPassingYards,2035
2019,Middle Tennessee,Conference USA,puntReturns,4
2019,Navy,American Athletic,rushingYards,4687
2019,Texas A&M,SEC,fourthDownConversions,7
2019,Western Kentucky,Conference USA,fourthDowns,25
2019,Michigan State,Big Ten,firstDowns,274
2019,Bowling Green,Mid-American,interceptionTDs,0
2019,New Mexico,Mountain West,games,12
2019,Missouri,SEC,interceptionYards,266
2019,Nevada,Mountain West,interceptions,13
2019,Northern Illinois,Mid-American,fumblesRecovered,13
2019,Notre Dame,FBS Independents,fourthDownConversions,17
2019,North Texas,Conference USA,interceptionYards,39
2019,Minnesota,Big Ten,rushingTDs,25
2019,Indiana,Big Ten,sacks,38
2019,Charlotte,Conference USA,rushingYards,2605
2019,Georgia Tech,ACC,kickReturns,36
2019,Stanford,Pac-12,possessionTime,23174
2019,Houston,American Athletic,interceptionTDs,1
2019,Akron,Mid-American,interceptionYards,120
2019,North Texas,Conference USA,kickReturns,51
2019,California,Pac-12,penalties,62
2019,Louisiana Monroe,Sun Belt,firstDowns,272
2019,Pittsburgh,ACC,turnovers,22
2019,Kent State,Mid-American,kickReturns,52
2019,Arizona State,Pac-12,rushingAttempts,459
2019,Arkansas,SEC,passesIntercepted,6
2019,Georgia Southern,Sun Belt,interceptions,1
2019,Toledo,Mid-American,passCompletions,193
2019,Alabama,SEC,turnovers,10
2019,Marshall,Conference USA,passingTDs,16
2019,Navy,American Athletic,thirdDownConversions,80
2019,Ohio State,Big Ten,puntReturnTDs,0
2019,Eastern Michigan,Mid-American,possessionTime,22260
2019,Western Kentucky,Conference USA,kickReturns,36
2019,Marshall,Conference USA,thirdDownConversions,69
2019,Toledo,Mid-American,netPassingYards,2515
2019,Mississippi State,SEC,interceptionTDs,2
2019,TCU,Big 12,kickReturnTDs,0
2019,Duke,ACC,puntReturnYards,231
2019,New Mexico State,FBS Independents,rushingTDs,16
2019,Kent State,Mid-American,passAttempts,355
2019,Utah State,Mountain West,puntReturnYards,138
2019,BYU,FBS Independents,fourthDowns,19
2019,Vanderbilt,SEC,passesIntercepted,6
2019,SMU,American Athletic,kickReturns,46
2019,Central Michigan,Mid-American,thirdDowns,185
2019,Tulsa,American Athletic,fumblesRecovered,18
2019,North Texas,Conference USA,kickReturnYards,1141
2019,West Virginia,Big 12,interceptions,15
2019,Akron,Mid-American,fourthDownConversions,7
2019,Clemson,ACC,rushingTDs,45
2019,Kansas State,Big 12,passAttempts,302
2019,Penn State,Big Ten,kickReturns,31
2019,Clemson,ACC,passingTDs,40
2019,Kansas State,Big 12,firstDowns,254
2019,Washington State,Pac-12,firstDowns,335
2019,Northwestern,Big Ten,passesIntercepted,7
2019,Wyoming,Mountain West,firstDowns,230
2019,Virginia Tech,ACC,thirdDownConversions,69
2019,Oklahoma State,Big 12,kickReturnTDs,0
2019,North Texas,Conference USA,penalties,64
2019,Florida State,ACC,interceptions,13
2019,Clemson,ACC,puntReturnYards,185
2019,Georgia,SEC,interceptionTDs,0
2019,Maryland,Big Ten,puntReturns,9
2019,New Mexico State,FBS Independents,passingTDs,15
2019,San Diego State,Mountain West,penaltyYards,655
2019,UAB,Conference USA,kickReturnYards,534
2019,Oregon,Pac-12,kickReturnTDs,2
2019,Oklahoma,Big 12,kickReturnTDs,0
2019,Kansas State,Big 12,tacklesForLoss,70
2019,Arkansas State,Sun Belt,penaltyYards,878
2019,Wyoming,Mountain West,penalties,67
2019,Ole Miss,SEC,kickReturnTDs,1
2019,Utah State,Mountain West,puntReturnTDs,1
2019,Florida State,ACC,puntReturnTDs,0
2019,Navy,American Athletic,rushingTDs,52
2019,Tulsa,American Athletic,puntReturns,14
2019,Old Dominion,Conference USA,passAttempts,379
2019,Texas,Big 12,games,13
2019,Arizona State,Pac-12,netPassingYards,3235
2019,Boise State,Mountain West,penaltyYards,680
2019,USC,Pac-12,interceptions,15
2019,Missouri,SEC,rushingTDs,14
2019,Louisville,ACC,fourthDowns,22
2019,Kansas,Big 12,passAttempts,389
2019,Northwestern,Big Ten,puntReturns,21
2019,Purdue,Big Ten,thirdDownConversions,73
2019,North Carolina,ACC,passingTDs,39
2019,West Virginia,Big 12,passesIntercepted,8
2019,Louisiana Monroe,Sun Belt,games,12
2019,Louisiana Monroe,Sun Belt,turnovers,18
2019,Ohio,Mid-American,passingTDs,21
2019,Penn State,Big Ten,kickReturnYards,549
2019,Kentucky,SEC,fourthDowns,27
2019,Arizona State,Pac-12,possessionTime,22795
2019,Ohio State,Big Ten,possessionTime,26854
2019,SMU,American Athletic,firstDowns,322
2019,Tulsa,American Athletic,possessionTime,22070
2019,Navy,American Athletic,thirdDowns,170
2019,Rutgers,Big Ten,rushingAttempts,457
2019,Louisville,ACC,fourthDownConversions,13
2019,SMU,American Athletic,kickReturnTDs,2
2019,Air Force,Mountain West,penaltyYards,368
2019,North Carolina,ACC,fourthDownConversions,15
2019,Air Force,Mountain West,fumblesRecovered,14
2019,Kentucky,SEC,interceptionTDs,0
2019,Hawai'i,Mountain West,firstDowns,368
2019,UCLA,Pac-12,puntReturnTDs,1
2019,Washington,Pac-12,penalties,79
2019,Middle Tennessee,Conference USA,thirdDownConversions,52
2019,Texas,Big 12,passingTDs,32
2019,Ole Miss,SEC,penalties,59
2019,New Mexico State,FBS Independents,passCompletions,278
2019,Appalachian State,Sun Belt,interceptionTDs,4
2019,Colorado State,Mountain West,fourthDowns,21
2019,Texas Tech,Big 12,penaltyYards,695
2019,Maryland,Big Ten,thirdDowns,169
2019,Georgia Southern,Sun Belt,possessionTime,25414
2019,Tennessee,SEC,puntReturns,17
2019,Virginia,ACC,fumblesLost,6
2019,San José State,Mountain West,totalYards,5129
2019,Nevada,Mountain West,fumblesLost,11
2019,Oregon,Pac-12,tacklesForLoss,110
2019,Western Kentucky,Conference USA,totalYards,5041
2019,Liberty,FBS Independents,possessionTime,21746
2019,Florida Atlantic,Conference USA,turnovers,12
2019,SMU,American Athletic,thirdDownConversions,94
2019,Arkansas,SEC,netPassingYards,2315
2019,Auburn,SEC,turnovers,17
2019,Iowa,Big Ten,fumblesRecovered,11
2019,Western Kentucky,Conference USA,passCompletions,313
2019,Liberty,FBS Independents,fumblesRecovered,10
2019,Oregon State,Pac-12,totalYards,4942
2019,TCU,Big 12,thirdDownConversions,94
2019,Louisiana Tech,Conference USA,penalties,72
2019,Northwestern,Big Ten,games,12
2019,San José State,Mountain West,sacks,29
2019,Florida,SEC,interceptions,10
2019,Clemson,ACC,fourthDownConversions,6
2019,Florida State,ACC,penalties,119
2019,Army,FBS Independents,turnovers,18
2019,Ohio State,Big Ten,tacklesForLoss,135
2019,Baylor,Big 12,interceptionTDs,0
2019,Georgia Southern,Sun Belt,kickReturnYards,398
2019,California,Pac-12,games,13
2019,Central Michigan,Mid-American,fourthDownConversions,17
2019,Colorado,Pac-12,kickReturns,25
2019,Maryland,Big Ten,passCompletions,172
2019,Southern Mississippi,Conference USA,possessionTime,24465
2019,Stanford,Pac-12,thirdDowns,166
2019,Mississippi State,SEC,passCompletions,186
2019,Ohio State,Big Ten,penaltyYards,770
2019,Georgia Southern,Sun Belt,fourthDownConversions,6
2019,Georgia,SEC,possessionTime,27109
2019,Ohio,Mid-American,netPassingYards,2866
2019,Louisiana Tech,Conference USA,thirdDowns,175
2019,Miami,ACC,passCompletions,255
2019,Auburn,SEC,thirdDownConversions,76
2019,Purdue,Big Ten,passesIntercepted,9
2019,Connecticut,American Athletic,netPassingYards,2592
2019,Western Michigan,Mid-American,rushingAttempts,503
2019,UCLA,Pac-12,netPassingYards,3066
2019,UNLV,Mountain West,thirdDowns,169
2019,Pittsburgh,ACC,interceptionYards,132
2019,Miami (OH),Mid-American,rushingYards,1833
2019,Wake Forest,ACC,kickReturns,26
2019,Wisconsin,Big Ten,passingTDs,18
2019,Bowling Green,Mid-American,possessionTime,21114
2019,Kansas,Big 12,firstDowns,221
2019,Buffalo,Mid-American,puntReturnYards,94
2019,Boise State,Mountain West,netPassingYards,3664
2019,Toledo,Mid-American,turnovers,19
2019,Hawai'i,Mountain West,puntReturnTDs,1
2019,UMass,FBS Independents,turnovers,20
2019,Iowa State,Big 12,passesIntercepted,6
2019,New Mexico State,FBS Independents,interceptions,15
2019,Florida State,ACC,interceptionTDs,1
2019,Ohio State,Big Ten,firstDowns,393
2019,Utah,Pac-12,kickReturnTDs,0
2019,Georgia State,Sun Belt,kickReturnTDs,0
2019,Utah,Pac-12,passingTDs,20
2019,Northern Illinois,Mid-American,sacks,21
2019,Texas State,Sun Belt,rushingAttempts,327
2019,UTEP,Conference USA,fumblesLost,6
2019,Georgia State,Sun Belt,passesIntercepted,9
2019,Akron,Mid-American,tacklesForLoss,64
2019,Ohio State,Big Ten,kickReturnTDs,0
2019,Arkansas State,Sun Belt,passingTDs,37
2019,Charlotte,Conference USA,interceptions,14
2019,Arkansas State,Sun Belt,kickReturns,50
2019,Kansas,Big 12,puntReturns,9
2019,Maryland,Big Ten,rushingAttempts,425
2019,UAB,Conference USA,fourthDowns,20
2019,Akron,Mid-American,passCompletions,204
2019,Georgia Tech,ACC,passAttempts,269
2019,Kansas,Big 12,tacklesForLoss,90
2019,Auburn,SEC,tacklesForLoss,111
2019,Kentucky,SEC,rushingTDs,36
2019,New Mexico State,FBS Independents,kickReturns,31
2019,Troy,Sun Belt,puntReturns,11
2019,Wisconsin,Big Ten,firstDowns,320
2019,South Carolina,SEC,totalYards,4463
2019,Appalachian State,Sun Belt,kickReturnTDs,1
2019,Colorado,Pac-12,interceptions,11
2019,Georgia Tech,ACC,possessionTime,19230
2019,Buffalo,Mid-American,rushingYards,3256
2019,SMU,American Athletic,interceptions,11
2019,Boston College,ACC,firstDowns,277
2019,Houston,American Athletic,fourthDownConversions,12
2019,Florida International,Conference USA,fourthDowns,24
2019,Wake Forest,ACC,thirdDowns,230
2019,Washington,Pac-12,totalYards,5086
2019,Michigan,Big Ten,puntReturnTDs,0
2019,West Virginia,Big 12,possessionTime,20418
2019,Old Dominion,Conference USA,thirdDowns,183
2019,UCF,American Athletic,thirdDowns,201
2019,Northwestern,Big Ten,sacks,30
2019,Louisiana Monroe,Sun Belt,passAttempts,411
2019,Memphis,American Athletic,thirdDownConversions,89
2019,Vanderbilt,SEC,puntReturns,17
2019,Cincinnati,American Athletic,tacklesForLoss,116
2019,Texas Tech,Big 12,rushingTDs,20
2019,Oklahoma,Big 12,games,14
2019,Washington State,Pac-12,interceptionYards,126
2019,New Mexico State,FBS Independents,puntReturnTDs,1
2019,Texas Tech,Big 12,possessionTime,20323
2019,Appalachian State,Sun Belt,passCompletions,230
2019,Old Dominion,Conference USA,tacklesForLoss,93
2019,San José State,Mountain West,passAttempts,497
2019,Washington,Pac-12,tacklesForLoss,89
2019,Alabama,SEC,interceptionTDs,2
2019,New Mexico,Mountain West,fourthDowns,16
2019,UMass,FBS Independents,rushingAttempts,429
2019,San Diego State,Mountain West,rushingAttempts,536
2019,UTEP,Conference USA,passCompletions,177
2019,Hawai'i,Mountain West,rushingTDs,21
2019,Mississippi State,SEC,rushingTDs,27
2019,Mississippi State,SEC,fourthDownConversions,7
2019,Kentucky,SEC,penalties,75
2019,Kansas State,Big 12,rushingTDs,29
2019,Oregon State,Pac-12,possessionTime,20499
2019,Arizona State,Pac-12,penalties,85
2019,Connecticut,American Athletic,kickReturnTDs,0
2019,Troy,Sun Belt,puntReturnYards,16
2019,Boston College,ACC,interceptions,6
2019,Navy,American Athletic,puntReturns,19
2019,Georgia Southern,Sun Belt,interceptionTDs,2
2019,Wyoming,Mountain West,rushingTDs,27
2019,Arkansas State,Sun Belt,thirdDownConversions,78
2019,Georgia Southern,Sun Belt,puntReturnTDs,1
2019,Cincinnati,American Athletic,totalYards,5489
2019,Ohio,Mid-American,fourthDowns,9
2019,Ole Miss,SEC,totalYards,5340
2019,UCF,American Athletic,rushingTDs,34
2019,Michigan,Big Ten,games,13
2019,Maryland,Big Ten,fourthDowns,26
2019,Florida International,Conference USA,passesIntercepted,12
2019,Air Force,Mountain West,interceptionYards,240
2019,Memphis,American Athletic,puntReturns,26
2019,Fresno State,Mountain West,firstDowns,232
2019,South Florida,American Athletic,fumblesLost,9
2019,Baylor,Big 12,passCompletions,277
2019,West Virginia,Big 12,rushingYards,879
2019,Akron,Mid-American,passingTDs,12
2019,Kentucky,SEC,interceptions,8
2019,Washington State,Pac-12,interceptionTDs,0
2019,Texas,Big 12,firstDowns,324
2019,Oklahoma State,Big 12,puntReturns,20
2019,Louisiana,Sun Belt,puntReturnTDs,0
2019,NC State,ACC,thirdDownConversions,64
2019,UMass,FBS Independents,games,12
2019,Indiana,Big Ten,interceptions,9
2019,UMass,FBS Independents,passesIntercepted,10
2019,NC State,ACC,fumblesLost,11
2019,UCLA,Pac-12,interceptionYards,76
2019,Arkansas State,Sun Belt,rushingAttempts,456
2019,UCLA,Pac-12,sacks,32
2019,Missouri,SEC,turnovers,14
2019,South Florida,American Athletic,interceptions,10
2019,Purdue,Big Ten,penaltyYards,452
2019,Ball State,Mid-American,passesIntercepted,15
2019,Minnesota,Big Ten,rushingAttempts,560
2019,Middle Tennessee,Conference USA,fourthDowns,17
2019,Western Kentucky,Conference USA,puntReturnTDs,0
2019,Florida International,Conference USA,thirdDowns,184
2019,Syracuse,ACC,passingTDs,23
2019,Appalachian State,Sun Belt,fourthDowns,16
2019,Tennessee,SEC,passCompletions,200
2019,TCU,Big 12,thirdDowns,201
2019,UNLV,Mountain West,possessionTime,21614
2019,Michigan State,Big Ten,fourthDownConversions,13
2019,West Virginia,Big 12,games,12
2019,Ohio State,Big Ten,rushingAttempts,663
2019,Coastal Carolina,Sun Belt,thirdDowns,172
2019,Michigan,Big Ten,kickReturnYards,665
2019,Liberty,FBS Independents,passCompletions,257
2019,Louisiana,Sun Belt,penalties,98
2019,Virginia Tech,ACC,fourthDownConversions,9
2019,Oklahoma,Big 12,penaltyYards,1038
2019,Mississippi State,SEC,thirdDownConversions,58
2019,Connecticut,American Athletic,games,12
2019,Texas Tech,Big 12,interceptions,8
2019,North Texas,Conference USA,firstDowns,252
2019,Georgia State,Sun Belt,interceptionTDs,1
2019,Texas,Big 12,interceptionTDs,0
2019,Western Michigan,Mid-American,interceptions,8
2019,Army,FBS Independents,rushingTDs,45
2019,Wisconsin,Big Ten,interceptionYards,200
2019,Washington,Pac-12,fourthDownConversions,23
2019,Baylor,Big 12,fourthDowns,15
2019,Wisconsin,Big Ten,thirdDowns,189
2019,UNLV,Mountain West,sacks,18
2019,Notre Dame,FBS Independents,fumblesLost,5
2019,Oregon,Pac-12,sacks,57
2019,Baylor,Big 12,kickReturns,24
2019,USC,Pac-12,passesIntercepted,9
2019,NC State,ACC,sacks,42
2019,Temple,American Athletic,possessionTime,22807
2019,Texas Tech,Big 12,fourthDownConversions,12
2019,South Alabama,Sun Belt,passesIntercepted,9
2019,Rice,Conference USA,fourthDowns,18
2019,South Carolina,SEC,interceptionYards,102
2019,SMU,American Athletic,interceptionTDs,1
2019,Central Michigan,Mid-American,netPassingYards,3243
2019,Penn State,Big Ten,rushingTDs,34
2019,Eastern Michigan,Mid-American,thirdDownConversions,67
2019,North Texas,Conference USA,netPassingYards,3400
2019,Fresno State,Mountain West,kickReturnYards,625
2019,Louisville,ACC,passesIntercepted,7
2019,Akron,Mid-American,netPassingYards,2344
2019,SMU,American Athletic,turnovers,16
2019,Syracuse,ACC,kickReturns,35
2019,Pittsburgh,ACC,netPassingYards,3402
2019,Texas,Big 12,kickReturns,26
2019,Houston,American Athletic,penalties,58
2019,Virginia Tech,ACC,netPassingYards,2715
2019,Arizona,Pac-12,kickReturnTDs,0
2019,Oklahoma State,Big 12,possessionTime,22497
2019,Buffalo,Mid-American,puntReturns,14
2019,Old Dominion,Conference USA,interceptionTDs,0
2019,Michigan,Big Ten,kickReturns,27
2019,Western Kentucky,Conference USA,kickReturnYards,671
2019,Tulane,American Athletic,puntReturns,17
2019,Notre Dame,FBS Independents,firstDowns,272
2019,Texas,Big 12,interceptions,10
2019,Temple,American Athletic,fourthDowns,36
2019,UTEP,Conference USA,rushingYards,1662
2019,Eastern Michigan,Mid-American,puntReturnYards,180
2019,Southern Mississippi,Conference USA,kickReturnTDs,3
2019,Houston,American Athletic,fumblesLost,9
2019,Oklahoma State,Big 12,kickReturns,34
2019,UT San Antonio,Conference USA,puntReturnTDs,0
2019,Colorado State,Mountain West,puntReturns,21
2019,Purdue,Big Ten,tacklesForLoss,102
2019,Western Michigan,Mid-American,rushingTDs,35
2019,Fresno State,Mountain West,puntReturnYards,120
2019,Miami,ACC,penalties,91
2019,Utah State,Mountain West,turnovers,26
2019,Texas A&M,SEC,puntReturns,26
2019,Washington,Pac-12,rushingTDs,24
2019,Arkansas,SEC,interceptionTDs,0
2019,Ohio State,Big Ten,turnovers,16
2019,Appalachian State,Sun Belt,passAttempts,369
2019,Nevada,Mountain West,passesIntercepted,11
2019,South Florida,American Athletic,fourthDownConversions,7
2019,SMU,American Athletic,puntReturnTDs,0
2019,Georgia Tech,ACC,netPassingYards,1607
2019,Buffalo,Mid-American,kickReturnTDs,0
2019,Louisville,ACC,kickReturns,35
2019,Indiana,Big Ten,possessionTime,26311
2019,Connecticut,American Athletic,tacklesForLoss,57
2019,LSU,SEC,fumblesLost,5
