id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
401282146,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3785,Jordan-Hare Stadium,2,Auburn,SEC,,,,,,,1798,,333,Alabama,SEC,,,,,,,2498,,,,
401282722,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3832,Memorial Stadium,356,Illinois,Big Ten,,,,,,,1265,,77,Northwestern,Big Ten,,,,,,,1446,,,,
401282147,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,false,,3634,Ben Hill Griffin Stadium,57,Florida,SEC,,,,,,,1917,,52,Florida State,ACC,,,,,,,1463,,,,
401282153,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3853,Neyland Stadium,2633,Tennessee,SEC,,,,,,,1576,,238,Vanderbilt,SEC,,,,,,,853,,,,
401282152,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,false,,3994,Williams-Brice Stadium,2579,South Carolina,SEC,,,,,,,1239,,228,Clemson,ACC,,,,,,,2052,,,,
401308842,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3696,Dix Stadium,2309,Kent State,Mid-American,,,,,,,1257,,193,Miami (OH),Mid-American,,,,,,,1384,,,,
401301054,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3806,Lincoln Financial Field,218,Temple,American Athletic,,,,,,,1028,,2426,Navy,American Athletic,,,,,,,1240,,,,
401309908,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3626,Autzen Stadium,2483,Oregon,Pac-12,,,,,,,1780,,204,Oregon State,Pac-12,,,,,,,1497,,,,
401309597,2021,13,regular,2021-11-27T05:00:00.000Z,true,false,true,,3739,Glass Bowl,2649,Toledo,Mid-American,,,,,,,1535,,2006,Akron,Mid-American,,,,,,,749,,,,
401282781,2021,13,regular,2021-11-27T17:00:00.000Z,false,false,true,,3558,Michigan Stadium,130,Michigan,Big Ten,,,,,,,1982,,194,Ohio State,Big Ten,,,,,,,2388,,,,
401301052,2021,13,regular,2021-11-27T17:00:00.000Z,false,false,false,,3892,Rentschler Field,41,Connecticut,American Athletic,,,,,,,771,,248,Houston,American Athletic,,,,,,,1690,,,,
401282271,2021,13,regular,2021-11-27T18:00:00.000Z,false,false,true,,3895,Rice Stadium,242,Rice,Conference USA,,,,,,,1035,,2348,Louisiana Tech,Conference USA,,,,,,,1282,,,,
401282268,2021,13,regular,2021-11-27T19:00:00.000Z,false,false,true,,3918,Foreman Field,295,Old Dominion,Conference USA,,,,,,,1096,,2429,Charlotte,Conference USA,,,,,,,1251,,,,
401282273,2021,13,regular,2021-11-27T19:00:00.000Z,false,false,true,,3825,Apogee Stadium,249,North Texas,Conference USA,,,,,,,1029,,2636,UT San Antonio,Conference USA,,,,,,,1594,,,,
401309646,2021,13,regular,2021-11-27T19:30:00.000Z,false,false,true,,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,,,,,,,1765,,290,Georgia Southern,Sun Belt,,,,,,,1360,,,,
401310756,2021,13,regular,2021-11-27T20:00:00.000Z,false,false,true,,3984,War Memorial Stadium,2751,Wyoming,Mountain West,,,,,,,1523,,62,Hawai'i,Mountain West,,,,,,,1344,,,,
401282269,2021,13,regular,2021-11-27T20:00:00.000Z,false,false,true,,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,,,,,,,1066,,2229,Florida International,Conference USA,,,,,,,1139,,,,
401282272,2021,13,regular,2021-11-27T20:30:00.000Z,false,false,true,,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,,,,,,,1683,,98,Western Kentucky,Conference USA,,,,,,,1444,,,,
401282270,2021,13,regular,2021-11-28T00:00:00.000Z,false,false,true,,3715,FAU Stadium,2226,Florida Atlantic,Conference USA,,,,,,,1674,,2393,Middle Tennessee,Conference USA,,,,,,,1271,,,,
401310754,2021,13,regular,2021-11-28T02:00:00.000Z,false,false,true,,5388,Canvas Stadium,36,Colorado State,Mountain West,,,,,,,1488,,2440,Nevada,Mountain West,,,,,,,1530,,,,
401301056,2021,15,regular,2021-12-11T20:00:00.000Z,false,false,false,,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,,,,,,,1642,,2426,Navy,American Athletic,,,,,,,1240,,,,
